Model,Condition,Confidence Threshold,False Negatives,False Negatives Caught,FN Detection Rate,Fallback Rate
Traffic Light,Noise S2,0.98,36,34,0.9444444444444444,0.20472222222222222
Traffic Light,Noise S2,0.99,36,36,1.0,0.2375
Traffic Light,Noise S2,0.995,36,36,1.0,0.27666666666666667
Traffic Light,Noise S3,0.5,74,0,0.0,0.0
Traffic Light,Noise S3,0.6,74,21,0.28378378378378377,0.04083333333333333
Traffic Light,Noise S3,0.7,74,45,0.6081081081081081,0.09166666666666666
Traffic Light,Noise S3,0.8,74,58,0.7837837837837838,0.1527777777777778
Traffic Light,Noise S3,0.85,74,62,0.8378378378378378,0.18666666666666668
Traffic Light,Noise S3,0.9,74,65,0.8783783783783784,0.23027777777777778
Traffic Light,Noise S3,0.95,74,71,0.9594594594594594,0.3038888888888889
Traffic Light,Noise S3,0.97,74,74,1.0,0.355
Traffic Light,Noise S3,0.98,74,74,1.0,0.39861111111111114
Traffic Light,Noise S3,0.99,74,74,1.0,0.4702777777777778
Traffic Light,Noise S3,0.995,74,74,1.0,0.5438888888888889
