Model,Condition,Threshold,Recall,Precision,F1,TP,FN,FP,TN,Clean Recall,Recall Drop,Envelope Met
Pedestrian,Blur S1,0.9,0.13456090651558072,0.8407079646017699,0.23199023199023197,95,611,18,2876,0.2776203966005666,0.14305949008498586,False
Pedestrian,Blur S2,0.01,0.6558073654390935,0.2575083426028921,0.3698083067092652,463,243,1335,1559,0.9815864022662889,0.32577903682719545,False
Pedestrian,Blur S2,0.05,0.25920679886685555,0.4168564920273349,0.3196506550218341,183,523,256,2638,0.9050991501416431,0.6458923512747876,False
Pedestrian,Blur S2,0.1,0.19971671388101983,0.573170731707317,0.296218487394958,141,565,105,2789,0.8512747875354107,0.6515580736543909,False
Pedestrian,Blur S2,0.2,0.14305949008498584,0.7372262773722628,0.23962040332147092,101,605,36,2858,0.7252124645892352,0.5821529745042493,False
Pedestrian,Blur S2,0.3,0.11898016997167139,0.7924528301886793,0.20689655172413793,84,622,22,2872,0.6430594900849859,0.5240793201133145,False
Pedestrian,Blur S2,0.4,0.10056657223796034,0.8554216867469879,0.1799746514575412,71,635,12,2882,0.5835694050991501,0.4830028328611898,False
Pedestrian,Blur S2,0.5,0.08781869688385269,0.8732394366197183,0.15958815958815958,62,644,9,2885,0.509915014164306,0.42209631728045327,False
Pedestrian,Blur S2,0.6,0.07790368271954674,0.9166666666666666,0.14360313315926895,55,651,5,2889,0.45609065155807366,0.3781869688385269,False
Pedestrian,Blur S2,0.7,0.06657223796033994,1.0,0.12483399734395749,47,659,0,2894,0.4093484419263456,0.34277620396600567,False
Pedestrian,Blur S2,0.8,0.059490084985835696,1.0,0.11229946524064172,42,664,0,2894,0.35410764872521244,0.29461756373937675,False
Pedestrian,Blur S2,0.9,0.0453257790368272,1.0,0.0867208672086721,32,674,0,2894,0.2776203966005666,0.2322946175637394,False
Pedestrian,Blur S3,0.01,0.46458923512747874,0.24661654135338346,0.32220039292730845,328,378,1002,1892,0.9815864022662889,0.5169971671388102,False
Pedestrian,Blur S3,0.05,0.09348441926345609,0.673469387755102,0.16417910447761194,66,640,32,2862,0.9050991501416431,0.811614730878187,False
Pedestrian,Blur S3,0.1,0.06657223796033994,0.8103448275862069,0.12303664921465968,47,659,11,2883,0.8512747875354107,0.7847025495750708,False
Pedestrian,Blur S3,0.2,0.05099150141643059,0.9473684210526315,0.0967741935483871,36,670,2,2892,0.7252124645892352,0.6742209631728046,False
Pedestrian,Blur S3,0.3,0.04107648725212465,1.0,0.07891156462585033,29,677,0,2894,0.6430594900849859,0.6019830028328612,False
Pedestrian,Blur S3,0.4,0.03824362606232295,1.0,0.07366984993178718,27,679,0,2894,0.5835694050991501,0.5453257790368272,False
Pedestrian,Blur S3,0.5,0.031161473087818695,1.0,0.06043956043956044,22,684,0,2894,0.509915014164306,0.47875354107648727,False
Pedestrian,Blur S3,0.6,0.028328611898016998,1.0,0.055096418732782364,20,686,0,2894,0.45609065155807366,0.42776203966005666,False
Pedestrian,Blur S3,0.7,0.019830028328611898,1.0,0.03888888888888889,14,692,0,2894,0.4093484419263456,0.3895184135977337,False
Pedestrian,Blur S3,0.8,0.019830028328611898,1.0,0.03888888888888889,14,692,0,2894,0.35410764872521244,0.3342776203966005,False
Pedestrian,Blur S3,0.9,0.012747875354107648,1.0,0.025174825174825173,9,697,0,2894,0.2776203966005666,0.26487252124645894,False
Pedestrian,Brightness S1,0.01,0.9759206798866855,0.21154436598096407,0.34771637648246273,689,17,2568,326,0.9815864022662889,0.005665722379603388,True
Pedestrian,Brightness S1,0.05,0.8725212464589235,0.25101874490627546,0.389873417721519,616,90,1838,1056,0.9050991501416431,0.03257790368271962,True
Pedestrian,Brightness S1,0.1,0.7818696883852692,0.2739454094292804,0.4057331863285557,552,154,1463,1431,0.8512747875354107,0.06940509915014159,True
Pedestrian,Brightness S1,0.2,0.6487252124645893,0.3184979137691238,0.4272388059701493,458,248,980,1914,0.7252124645892352,0.07648725212464591,True
Pedestrian,Brightness S1,0.3,0.5651558073654391,0.36141304347826086,0.4408839779005525,399,307,705,2189,0.6430594900849859,0.07790368271954673,True
Pedestrian,Brightness S1,0.4,0.4886685552407932,0.3799559471365639,0.42750929368029744,345,361,563,2331,0.5835694050991501,0.0949008498583569,True
Pedestrian,Brightness S1,0.5,0.43909348441926344,0.4252400548696845,0.4320557491289199,310,396,419,2475,0.509915014164306,0.07082152974504252,True
Pedestrian,Brightness S1,0.6,0.3937677053824363,0.48013816925734026,0.4326848249027238,278,428,301,2593,0.45609065155807366,0.062322946175637384,True
Pedestrian,Brightness S1,0.7,0.3555240793201133,0.5284210526315789,0.4250635055038103,251,455,224,2670,0.4093484419263456,0.0538243626062323,True
Pedestrian,Brightness S1,0.8,0.29178470254957506,0.5786516853932584,0.38794726930320156,206,500,150,2744,0.35410764872521244,0.062322946175637384,True
Pedestrian,Brightness S1,0.9,0.21671388101983002,0.6510638297872341,0.32518597236981933,153,553,82,2812,0.2776203966005666,0.060906515580736564,True
